date,sku_id,units_sold,revenue,unit_price,promo_flag
2025-10-16,NB-KIT-151,3,15338.88,5112.96,0.0
2025-02-09,NB-DÉC-075,5,28579.7,5715.94,0.0
2024-07-26,NB-FUR-040,5,53436.1,10687.22,0.0
2026-03-27,NB-DÉC-093,6,30537.12,5089.52,0.0
2024-05-30,NB-KIT-161,2,8908.14,4454.07,0.0
2024-04-25,NB-DÉC-098,22,96674.6,4394.3,0.0
2025-01-07,NB-SMA-144,1,7571.34,7571.34,0.0
2024-10-17,NB-FUR-027,49,1901664.52,38809.48,0.0
2025-11-07,NB-FUR-049,20,644125.6,32206.28,0.0
2024-10-16,NB-DÉC-078,13,35999.99,2769.23,0.0
2025-06-08,NB-FUR-039,14,90193.46,6442.39,0.0
2025-06-06,NB-DÉC-052,5,6224.25,1244.85,0.0
2025-12-09,NB-KIT-172,0,0.0,7954.62,0.0
2025-04-02,NB-DÉC-070,8,44078.48,5509.81,0.0
2025-09-01,NB-FUR-008,20,215790.6,10789.53,0.0
2025-03-07,NB-KIT-172,2,15909.24,7954.62,0.0
2024-04-02,NB-FUR-010,29,718377.27,24771.63,0.0
2026-01-01,NB-DÉC-097,15,37548.3,2503.22,0.0
2025-04-24,NB-FUR-007,68,397080.56,5839.42,1.0
2025-10-24,NB-SMA-150,1,9202.12,9202.12,0.0
2025-12-19,NB-KIT-200,1,6247.93,6247.93,0.0
2025-05-28,NB-DÉC-074,5,33299.35,6659.87,0.0
2025-07-26,NB-FUR-045,11,244626.03,22238.73,0.0
2024-10-25,NB-DÉC-084,11,22523.27,2047.57,0.0
2025-07-22,NB-FUR-043,7,52548.65,7506.95,0.0
2024-04-05,NB-KIT-175,0,0.0,4194.16,0.0
2024-10-09,NB-DÉC-089,12,21172.08,1764.34,0.0
2024-06-02,NB-DÉC-083,8,30450.16,3806.27,0.0
2026-03-27,NB-KIT-184,0,0.0,7938.04,0.0
2025-06-17,NB-DÉC-056,2,1969.3,984.65,0.0
2026-01-11,NB-KIT-197,0,0.0,10313.52,0.0
2024-04-07,NB-SMA-107,16,94445.28,5902.83,0.0
2025-08-15,NB-SMA-108,23,203871.31,8863.97,1.0
2024-09-22,NB-KIT-163,4,29706.28,7426.57,0.0
2025-06-04,NB-DÉC-062,8,18731.6,2341.45,0.0
2024-06-17,NB-FUR-029,19,458689.07,24141.53,0.0
2025-05-08,NB-DÉC-083,7,26643.89,3806.27,0.0
2025-08-09,NB-SMA-127,14,81122.3,5794.45,0.0
2024-07-15,NB-DÉC-054,9,51108.66,5678.74,0.0
2025-01-01,NB-KIT-188,1,896.69,896.69,1.0
2024-03-18,NB-KIT-159,1,6710.74,6710.74,0.0
2025-10-08,NB-FUR-049,23,740744.44,32206.28,0.0
2024-10-01,NB-SMA-118,16,160730.56,10045.66,0.0
2025-11-26,NB-SMA-137,3,45477.99,15159.33,0.0
2025-05-13,NB-FUR-020,37,1012000.69,27351.37,0.0
2025-06-09,NB-SMA-150,0,0.0,9202.12,0.0
2026-02-14,NB-KIT-165,1,4188.47,4188.47,0.0
2024-11-28,NB-FUR-030,85,808592.25,9512.85,1.0
2024-06-17,NB-DÉC-087,3,10908.3,3636.1,0.0
2025-06-14,NB-FUR-024,47,614112.81,13066.23,0.0
2024-05-01,NB-DÉC-089,11,19407.74,1764.34,0.0
2026-01-06,NB-DÉC-087,5,18180.5,3636.1,0.0
2024-04-16,NB-KIT-155,3,26003.88,8667.96,0.0
2025-11-23,NB-FUR-011,77,3125685.64,40593.32,0.0
2024-10-17,NB-KIT-152,2,18232.28,9116.14,0.0
2025-06-02,NB-FUR-049,12,386475.36,32206.28,0.0
2025-03-30,NB-DÉC-085,13,14358.63,1104.51,0.0
2024-03-17,NB-DÉC-094,4,7590.0,1897.5,0.0
2025-05-31,NB-FUR-037,12,69287.64,5773.97,0.0
2024-11-21,NB-KIT-163,4,29706.28,7426.57,0.0
2025-07-30,NB-SMA-119,7,93482.76,13354.68,0.0
2024-07-08,NB-KIT-160,3,23819.1,7939.7,0.0
2026-01-23,NB-FUR-037,8,46191.76,5773.97,0.0
2025-08-28,NB-DÉC-064,17,108864.94,6403.82,0.0
2025-06-05,NB-KIT-184,0,0.0,7938.04,0.0
2025-06-11,NB-DÉC-081,10,26071.8,2607.18,0.0
2025-07-16,NB-DÉC-052,4,4979.4,1244.85,0.0
2026-02-15,NB-FUR-005,28,732118.24,26147.08,0.0
2026-01-10,NB-KIT-182,0,0.0,5851.49,0.0
2024-09-21,NB-DÉC-100,8,34702.88,4337.86,0.0
2025-12-26,NB-SMA-142,2,20613.48,10306.74,0.0
2026-01-01,NB-KIT-158,3,14303.91,4767.97,0.0
2025-11-28,NB-SMA-112,16,211126.24,13195.39,1.0
2025-01-19,NB-SMA-143,0,0.0,4954.6,0.0
2024-11-08,NB-SMA-144,1,7571.34,7571.34,0.0
2026-02-22,NB-DÉC-091,21,60380.88,2875.28,0.0
2024-02-10,NB-DÉC-063,8,8882.48,1110.31,0.0
2025-02-22,NB-FUR-046,20,170483.6,8524.18,0.0
2024-09-10,NB-DÉC-100,10,43378.6,4337.86,0.0
2025-10-04,NB-DÉC-100,16,69405.76,4337.86,0.0
2025-06-25,NB-FUR-039,6,38654.34,6442.39,0.0
2026-03-22,NB-FUR-010,37,916550.31,24771.63,0.0
2026-03-27,NB-DÉC-087,6,21816.6,3636.1,0.0
2026-01-19,NB-FUR-031,5,55676.8,11135.36,0.0
2025-01-01,NB-KIT-195,1,3162.83,3162.83,1.0
2025-03-27,NB-DÉC-068,7,34280.75,4897.25,0.0
2024-10-21,NB-DÉC-093,29,127044.65,4380.85,1.0
2024-03-15,NB-FUR-008,23,248159.19,10789.53,0.0
2024-12-19,NB-DÉC-051,2,3689.66,1844.83,0.0
2024-09-10,NB-DÉC-052,4,4979.4,1244.85,0.0
2025-08-01,NB-SMA-116,13,62157.42,4781.34,0.0
2025-01-18,NB-KIT-189,1,4286.84,4286.84,0.0
2025-11-11,NB-DÉC-083,12,45675.24,3806.27,0.0
2025-02-02,NB-SMA-125,10,214563.1,21456.31,0.0
2025-02-06,NB-FUR-024,37,483450.51,13066.23,0.0
2025-09-29,NB-SMA-136,6,56088.72,9348.12,1.0
2025-03-20,NB-DÉC-086,4,11437.44,2859.36,0.0
2024-08-16,NB-DÉC-097,18,45057.96,2503.22,0.0
2025-11-27,NB-SMA-148,4,67345.72,16836.43,0.0
2024-09-12,NB-KIT-158,7,33375.79,4767.97,0.0
2025-10-16,NB-FUR-033,21,186718.35,8891.35,0.0
2024-06-09,NB-KIT-170,1,9072.22,9072.22,0.0
2025-07-11,NB-KIT-176,0,0.0,2470.85,0.0
2025-04-12,NB-FUR-036,21,677246.43,32249.83,0.0
2026-01-11,NB-SMA-113,12,137583.0,11465.25,0.0
2026-01-26,NB-DÉC-081,20,40091.0,2004.55,1.0
2025-09-04,NB-KIT-180,1,4676.47,4676.47,0.0
2024-05-25,NB-FUR-022,46,1255479.38,27293.03,0.0
2026-01-16,NB-SMA-138,2,10714.66,5357.33,0.0
2025-08-17,NB-KIT-165,3,12565.41,4188.47,0.0
2024-08-16,NB-DÉC-051,1,1844.83,1844.83,0.0
2026-02-18,NB-SMA-147,0,0.0,3482.81,0.0
2025-01-09,NB-KIT-163,1,7426.57,7426.57,0.0
2025-12-10,NB-FUR-014,14,350299.74,25021.41,0.0
2024-12-20,NB-DÉC-070,23,111547.47,4849.89,1.0
2025-11-05,NB-SMA-146,2,18762.38,9381.19,0.0
2025-09-12,NB-SMA-101,2,11535.8,5767.9,0.0
2025-09-19,NB-KIT-154,2,14262.26,7131.13,0.0
2026-03-21,NB-SMA-130,25,400857.75,16034.31,0.0
2024-03-07,NB-DÉC-064,9,57634.38,6403.82,0.0
2024-09-09,NB-SMA-125,13,278932.03,21456.31,0.0
2024-02-24,NB-FUR-019,46,371213.1,8069.85,0.0
2025-05-18,NB-KIT-182,0,0.0,5851.49,0.0
2025-10-26,NB-DÉC-067,62,83697.52,1349.96,1.0
2024-01-12,NB-DÉC-063,10,11103.1,1110.31,0.0
2024-04-07,NB-FUR-036,10,322498.3,32249.83,0.0
2025-03-30,NB-FUR-027,33,1280712.84,38809.48,0.0
2025-04-12,NB-DÉC-063,5,5551.55,1110.31,0.0
2026-01-23,NB-SMA-106,12,87278.64,7273.22,0.0
2025-10-17,NB-FUR-019,51,411562.35,8069.85,0.0
2025-12-17,NB-DÉC-053,14,106069.46,7576.39,0.0
2024-10-09,NB-SMA-122,19,115482.38,6078.02,0.0
2025-02-22,NB-FUR-013,43,1197818.32,27856.24,0.0
2024-11-10,NB-FUR-005,38,993589.04,26147.08,0.0
2025-03-24,NB-FUR-037,9,51965.73,5773.97,0.0
2025-06-12,NB-FUR-027,28,1086665.44,38809.48,0.0
2025-12-14,NB-DÉC-071,16,26819.68,1676.23,0.0
2025-12-27,NB-DÉC-083,9,34256.43,3806.27,0.0
2024-02-22,NB-FUR-034,6,186361.14,31060.19,0.0
2025-10-18,NB-SMA-132,5,86631.55,17326.31,0.0
2025-06-18,NB-KIT-163,4,29706.28,7426.57,0.0
2025-05-24,NB-FUR-019,50,403492.5,8069.85,0.0
2025-12-13,NB-SMA-143,2,9909.2,4954.6,0.0
2024-05-01,NB-DÉC-056,6,5907.9,984.65,0.0
2025-03-22,NB-FUR-006,46,1147234.48,24939.88,0.0
2024-07-28,NB-FUR-011,34,1380172.88,40593.32,0.0
2026-03-10,NB-FUR-009,38,259428.66,6827.07,0.0
2025-03-26,NB-FUR-020,36,984649.32,27351.37,0.0
2025-07-04,NB-FUR-012,43,928903.63,21602.41,0.0
2025-06-21,NB-SMA-137,2,30318.66,15159.33,0.0
2026-01-20,NB-FUR-032,6,187135.8,31189.3,0.0
2025-06-11,NB-DÉC-067,19,28987.54,1525.66,0.0
2024-10-27,NB-KIT-163,17,108258.04,6368.12,1.0
2025-05-29,NB-SMA-137,3,45477.99,15159.33,0.0
2025-02-04,NB-SMA-114,9,172664.82,19184.98,0.0
2024-08-25,NB-SMA-121,17,320143.49,18831.97,0.0
2025-06-08,NB-SMA-115,12,185682.24,15473.52,0.0
2024-10-27,NB-FUR-008,84,726665.52,8650.78,1.0
2025-11-11,NB-FUR-006,63,1571212.44,24939.88,0.0
2024-01-13,NB-KIT-163,2,14853.14,7426.57,0.0
2025-05-28,NB-DÉC-063,5,5551.55,1110.31,0.0
2024-02-07,NB-DÉC-056,3,2953.95,984.65,0.0
2024-10-13,NB-FUR-045,15,333580.95,22238.73,0.0
2024-04-09,NB-DÉC-073,10,75648.6,7564.86,0.0
2025-03-15,NB-FUR-026,53,436582.73,8237.41,0.0
2025-07-22,NB-FUR-004,40,473331.2,11833.28,0.0
2025-07-21,NB-FUR-043,10,75069.5,7506.95,0.0
2025-05-01,NB-FUR-013,34,947112.16,27856.24,0.0
2025-11-02,NB-DÉC-076,32,246111.04,7690.97,0.0
2026-03-01,NB-DÉC-061,19,167738.65,8828.35,0.0
2025-02-05,NB-DÉC-100,6,26027.16,4337.86,0.0
2024-08-05,NB-SMA-142,3,30920.22,10306.74,0.0
2025-10-09,NB-FUR-026,54,444820.14,8237.41,0.0
2025-03-06,NB-DÉC-085,15,16567.65,1104.51,0.0
2025-10-15,NB-KIT-155,8,69343.68,8667.96,0.0
2025-03-19,NB-FUR-046,11,93765.98,8524.18,0.0
2024-06-05,NB-FUR-009,35,238947.45,6827.07,0.0
2024-07-07,NB-SMA-123,21,382160.73,18198.13,0.0
2024-06-09,NB-KIT-175,0,0.0,4194.16,0.0
2024-06-24,NB-DÉC-053,14,106069.46,7576.39,0.0
2025-03-24,NB-SMA-140,0,0.0,4550.15,0.0
2024-04-10,NB-SMA-103,9,118214.1,13134.9,0.0
2024-03-07,NB-DÉC-067,12,18307.92,1525.66,0.0
2024-10-20,NB-FUR-038,41,808364.2,19716.2,1.0
2026-02-10,NB-KIT-190,1,4117.14,4117.14,0.0
2024-12-18,NB-SMA-116,9,43032.06,4781.34,0.0
2024-02-14,NB-SMA-137,1,15159.33,15159.33,0.0
2025-11-25,NB-DÉC-059,9,80757.9,8973.1,0.0
2025-01-06,NB-SMA-138,3,16071.99,5357.33,0.0
2024-06-17,NB-DÉC-058,3,7086.72,2362.24,0.0
2024-11-28,NB-FUR-013,101,2480771.09,24562.09,1.0
2026-01-06,NB-DÉC-055,2,9056.58,4528.29,0.0
2026-03-23,NB-KIT-155,5,43339.8,8667.96,0.0
2024-11-30,NB-SMA-135,3,44856.12,14952.04,0.0
2025-08-31,NB-SMA-110,21,450572.85,21455.85,0.0
2025-04-18,NB-SMA-128,15,282190.8,18812.72,0.0
2026-02-22,NB-FUR-011,37,1501952.84,40593.32,0.0
2025-04-14,NB-DÉC-067,5,7628.3,1525.66,0.0
2025-06-30,NB-FUR-024,17,222125.91,13066.23,0.0
2025-04-05,NB-FUR-005,31,810559.48,26147.08,0.0
2025-08-02,NB-KIT-154,2,14262.26,7131.13,0.0
2025-01-18,NB-FUR-004,63,745496.64,11833.28,0.0
2025-09-20,NB-FUR-026,55,453057.55,8237.41,0.0
2025-06-27,NB-DÉC-094,5,9487.5,1897.5,0.0
2026-03-11,NB-KIT-156,1,7987.24,7987.24,0.0
2025-05-17,NB-FUR-009,39,266255.73,6827.07,0.0
2024-09-28,NB-SMA-124,9,141444.27,15716.03,0.0
2024-01-15,NB-KIT-189,0,0.0,4286.84,0.0
2024-03-23,NB-FUR-002,21,631109.85,30052.85,0.0
2024-04-23,NB-DÉC-071,4,6704.92,1676.23,0.0
2025-10-21,NB-KIT-155,13,100408.62,7723.74,1.0
2024-11-21,NB-FUR-014,30,750642.3,25021.41,0.0
2025-07-02,NB-SMA-101,11,63446.9,5767.9,0.0
2025-06-15,NB-KIT-181,2,5667.98,2833.99,0.0
2024-04-11,NB-SMA-142,4,41226.96,10306.74,0.0
2024-04-14,NB-FUR-039,21,113953.98,5426.38,1.0
2024-10-30,NB-SMA-112,11,161518.94,14683.54,0.0
2025-01-24,NB-DÉC-097,17,42554.74,2503.22,0.0
2025-08-25,NB-KIT-179,0,0.0,4015.05,0.0
2024-09-28,NB-KIT-168,2,12570.16,6285.08,0.0
2024-05-22,NB-KIT-161,0,0.0,4454.07,0.0
2025-09-21,NB-SMA-102,51,426862.86,8369.86,1.0
2025-08-05,NB-SMA-111,9,77324.85,8591.65,0.0
2024-04-11,NB-SMA-132,1,17326.31,17326.31,0.0
2024-12-19,NB-FUR-048,12,133991.4,11165.95,0.0
2025-06-18,NB-SMA-114,11,211034.78,19184.98,0.0
2024-07-07,NB-SMA-122,10,60780.2,6078.02,0.0
2025-05-26,NB-FUR-046,19,161959.42,8524.18,0.0
2024-07-09,NB-DÉC-084,5,10237.85,2047.57,0.0
2024-03-08,NB-DÉC-083,7,26643.89,3806.27,0.0
2025-08-08,NB-FUR-008,27,291317.31,10789.53,0.0
2024-02-14,NB-FUR-032,14,436650.2,31189.3,0.0
2024-09-18,NB-SMA-110,9,193102.65,21455.85,0.0
2024-03-30,NB-FUR-006,60,1496392.8,24939.88,0.0
2024-03-16,NB-KIT-181,2,5667.98,2833.99,0.0
2026-03-10,NB-KIT-178,0,0.0,2746.31,0.0
2025-11-03,NB-FUR-036,25,806245.75,32249.83,0.0
2024-08-26,NB-SMA-117,12,92410.92,7700.91,0.0
2025-08-05,NB-DÉC-065,5,9179.4,1835.88,0.0
2024-01-17,NB-SMA-105,7,78705.06,11243.58,0.0
2024-07-26,NB-SMA-141,0,0.0,10501.69,0.0
2024-07-13,NB-DÉC-090,18,87285.6,4849.2,0.0
2025-12-19,NB-SMA-143,2,9909.2,4954.6,0.0
2025-07-23,NB-DÉC-069,13,53158.69,4089.13,0.0
2024-10-07,NB-KIT-200,0,0.0,6247.93,0.0
2024-10-31,NB-DÉC-061,17,150081.95,8828.35,0.0
2024-07-28,NB-KIT-170,3,27216.66,9072.22,0.0
2025-03-08,NB-SMA-102,14,143042.2,10217.3,0.0
2025-02-06,NB-SMA-110,11,236014.35,21455.85,0.0
2024-08-10,NB-FUR-049,19,611919.32,32206.28,0.0
2024-10-25,NB-DÉC-097,23,57574.06,2503.22,0.0
2026-02-22,NB-DÉC-079,12,32208.48,2684.04,0.0
2025-05-21,NB-DÉC-092,12,49546.2,4128.85,0.0
2024-02-17,NB-SMA-102,21,214563.3,10217.3,0.0
2025-12-12,NB-DÉC-077,9,48785.67,5420.63,0.0
2026-02-04,NB-DÉC-066,9,60436.44,6715.16,0.0
2025-10-15,NB-KIT-153,4,21499.64,5374.91,0.0
2024-12-29,NB-SMA-118,25,211113.5,8444.54,1.0
2024-02-06,NB-KIT-180,0,0.0,4676.47,0.0
2025-09-08,NB-FUR-021,18,552979.26,30721.07,0.0
2026-02-25,NB-DÉC-068,11,53869.75,4897.25,0.0
2024-04-26,NB-KIT-198,0,0.0,4879.01,0.0
2024-06-05,NB-SMA-130,11,176377.41,16034.31,0.0
2025-08-18,NB-KIT-200,0,0.0,6247.93,0.0
2025-04-30,NB-SMA-144,2,15142.68,7571.34,0.0
2025-01-24,NB-KIT-186,1,7014.34,7014.34,0.0
2024-08-05,NB-DÉC-071,15,25143.45,1676.23,0.0
2026-02-11,NB-DÉC-087,3,10908.3,3636.1,0.0
2024-08-28,NB-SMA-105,8,89948.64,11243.58,0.0
2026-02-25,NB-DÉC-086,5,14296.8,2859.36,0.0
2024-12-03,NB-FUR-015,42,657010.2,15643.1,0.0
2024-03-11,NB-SMA-135,0,0.0,14952.04,0.0
2024-08-29,NB-SMA-122,13,79014.26,6078.02,0.0
2026-03-01,NB-KIT-163,6,44559.42,7426.57,0.0
2025-02-20,NB-KIT-170,1,9072.22,9072.22,0.0
2025-08-06,NB-KIT-171,0,0.0,7663.86,0.0
2025-11-29,NB-DÉC-094,21,35857.29,1707.49,1.0
2025-09-05,NB-SMA-143,4,19818.4,4954.6,0.0
2024-03-08,NB-KIT-165,3,12565.41,4188.47,0.0
2024-07-07,NB-DÉC-097,20,50064.4,2503.22,0.0
2025-02-10,NB-SMA-144,0,0.0,7571.34,0.0
2024-04-27,NB-DÉC-082,9,55110.06,6123.34,0.0
2025-11-17,NB-KIT-156,3,23961.72,7987.24,0.0
2025-12-15,NB-FUR-024,36,470384.28,13066.23,0.0
2026-01-16,NB-KIT-173,0,0.0,4104.83,0.0
2024-07-21,NB-SMA-123,23,418556.99,18198.13,0.0
2024-07-25,NB-FUR-031,2,22270.72,11135.36,0.0
2025-05-15,NB-FUR-008,23,248159.19,10789.53,0.0
2024-12-25,NB-SMA-113,12,123062.52,10255.21,1.0
2025-06-13,NB-KIT-198,0,0.0,4879.01,0.0
2025-08-14,NB-SMA-131,0,0.0,16269.83,0.0
2025-10-05,NB-DÉC-067,23,35090.18,1525.66,0.0
2024-02-23,NB-SMA-101,6,34607.4,5767.9,0.0
2024-07-18,NB-DÉC-083,16,47123.84,2945.24,1.0
2026-02-03,NB-FUR-010,24,594519.12,24771.63,0.0
2024-11-30,NB-SMA-108,10,104445.1,10444.51,0.0
2025-11-17,NB-KIT-171,0,0.0,7663.86,0.0
2025-03-04,NB-SMA-103,6,78809.4,13134.9,0.0
2025-04-22,NB-KIT-168,0,0.0,6285.08,0.0
2025-02-03,NB-SMA-120,8,50615.36,6326.92,0.0
2024-08-21,NB-FUR-004,48,567997.44,11833.28,0.0
2024-10-12,NB-FUR-047,25,960505.5,38420.22,0.0
2025-12-17,NB-DÉC-071,9,15086.07,1676.23,0.0
2025-07-14,NB-DÉC-067,15,22884.9,1525.66,0.0
2024-06-02,NB-FUR-031,5,55676.8,11135.36,0.0
2024-03-30,NB-DÉC-055,8,36226.32,4528.29,0.0
2024-04-29,NB-SMA-149,1,8625.45,8625.45,0.0
2025-03-22,NB-FUR-025,27,716025.96,26519.48,0.0
2026-02-18,NB-SMA-119,7,93482.76,13354.68,0.0
2025-06-26,NB-SMA-132,1,17326.31,17326.31,0.0
2024-08-21,NB-DÉC-073,6,45389.16,7564.86,0.0
2024-11-15,NB-SMA-141,2,21003.38,10501.69,0.0
2024-09-01,NB-DÉC-062,10,23414.5,2341.45,0.0
2025-09-01,NB-DÉC-072,3,19216.35,6405.45,0.0
2025-09-11,NB-KIT-194,1,7214.04,7214.04,0.0
2026-01-09,NB-KIT-160,1,7939.7,7939.7,0.0
2024-05-21,NB-DÉC-070,9,49588.29,5509.81,0.0
2025-03-01,NB-KIT-196,0,0.0,6852.66,0.0
2025-06-17,NB-SMA-112,4,58734.16,14683.54,0.0
2024-12-22,NB-SMA-130,45,644366.25,14319.25,1.0
2025-08-13,NB-FUR-033,20,177827.0,8891.35,0.0
2025-05-18,NB-DÉC-092,18,74319.3,4128.85,0.0
2024-07-04,NB-KIT-151,4,20451.84,5112.96,0.0
2025-12-17,NB-FUR-025,17,450831.16,26519.48,0.0
2024-12-16,NB-SMA-147,1,3482.81,3482.81,0.0
2024-03-02,NB-FUR-047,7,268941.54,38420.22,0.0
2024-04-08,NB-FUR-007,32,248838.08,7776.19,0.0
2026-03-25,NB-FUR-047,36,1178993.52,32749.82,1.0
2025-08-02,NB-FUR-011,44,1786106.08,40593.32,0.0
2025-05-21,NB-DÉC-080,20,141270.8,7063.54,0.0
2024-01-25,NB-KIT-163,4,29706.28,7426.57,0.0
2025-05-19,NB-SMA-117,11,84710.01,7700.91,0.0
2025-06-17,NB-FUR-011,38,1542546.16,40593.32,0.0
2026-01-25,NB-FUR-035,45,999825.3,22218.34,1.0
2025-03-17,NB-FUR-049,10,322062.8,32206.28,0.0
2024-03-29,NB-DÉC-098,14,61520.2,4394.3,0.0
2025-09-27,NB-KIT-193,1,1151.47,1151.47,1.0
2025-08-28,NB-DÉC-093,5,25447.6,5089.52,0.0
2026-01-14,NB-FUR-036,12,386997.96,32249.83,0.0
2025-06-27,NB-FUR-045,10,222387.3,22238.73,0.0
2025-04-15,NB-SMA-140,1,4550.15,4550.15,0.0
2025-07-16,NB-KIT-199,1,3064.09,3064.09,0.0
2025-08-27,NB-DÉC-078,8,22153.84,2769.23,0.0
2024-10-02,NB-SMA-115,18,278523.36,15473.52,0.0
2024-08-24,NB-DÉC-087,6,21816.6,3636.1,0.0
2024-10-12,NB-KIT-170,2,18144.44,9072.22,0.0
2025-01-24,NB-SMA-122,10,60780.2,6078.02,0.0
2025-01-19,NB-FUR-045,5,111193.65,22238.73,0.0
2025-08-13,NB-SMA-110,16,343293.6,21455.85,0.0
2026-03-08,NB-SMA-118,11,110502.26,10045.66,0.0
2024-02-02,NB-SMA-146,2,18762.38,9381.19,0.0
2025-10-22,NB-DÉC-081,37,75367.89,2036.97,1.0
2025-02-21,NB-KIT-155,6,52007.76,8667.96,0.0
2025-08-18,NB-SMA-117,14,107812.74,7700.91,0.0
2026-02-17,NB-KIT-191,1,9484.02,9484.02,0.0
2024-06-20,NB-FUR-034,6,186361.14,31060.19,0.0
2025-04-27,NB-DÉC-100,8,34702.88,4337.86,0.0
2025-03-06,NB-DÉC-068,4,19589.0,4897.25,0.0
2025-03-23,NB-SMA-133,0,0.0,19573.33,0.0
2024-03-13,NB-FUR-016,36,1244338.92,34564.97,0.0
2024-04-03,NB-SMA-142,2,20613.48,10306.74,0.0
2026-01-19,NB-SMA-122,14,85092.28,6078.02,0.0
2025-08-27,NB-KIT-200,0,0.0,6247.93,0.0
2025-12-29,NB-FUR-024,46,601046.58,13066.23,
2025-09-26,NB-DÉC-096,7,41261.85,5894.55,
2024-12-18,NB-FUR-033,6,53348.1,8891.35,0.0
2024-05-18,NB-DÉC-067,10,15256.6,1525.66,0.0
2024-03-28,NB-SMA-121,7,131823.79,18831.97,0.0
2026-01-04,NB-FUR-026,46,378920.86,8237.41,0.0
2026-02-23,NB-FUR-036,16,515997.28,32249.83,0.0
2025-08-20,NB-FUR-041,10,329299.2,32929.92,0.0
2025-07-03,NB-SMA-104,1,12949.14,12949.14,0.0
2026-03-14,NB-FUR-015,50,782155.0,15643.1,0.0
2024-01-30,NB-SMA-120,14,88576.88,6326.92,0.0
2024-02-02,NB-SMA-136,0,0.0,11841.78,0.0
2024-08-09,NB-KIT-190,0,0.0,4117.14,0.0
2025-11-08,NB-SMA-130,36,577235.16,16034.31,0.0
2024-03-31,NB-FUR-027,37,1435950.76,38809.48,0.0
2024-05-20,NB-DÉC-099,14,79508.8,5679.2,0.0
2025-07-23,NB-FUR-018,14,162230.04,11587.86,0.0
2025-08-19,NB-FUR-046,10,85241.8,8524.18,0.0
2024-05-29,NB-DÉC-059,1,8973.1,8973.1,0.0
2026-01-21,NB-SMA-150,1,9202.12,9202.12,0.0
2024-12-16,NB-FUR-049,8,257650.24,32206.28,0.0
2025-11-19,NB-KIT-168,3,18855.24,6285.08,0.0
2025-10-30,NB-SMA-110,14,300381.9,21455.85,0.0
2024-07-11,NB-KIT-187,1,8357.0,8357.0,0.0
2025-08-11,NB-SMA-142,2,20613.48,10306.74,0.0
2024-02-12,NB-FUR-026,39,321258.99,8237.41,0.0
2024-08-30,NB-DÉC-076,15,115364.55,7690.97,0.0
2025-10-05,NB-SMA-103,15,197023.5,13134.9,0.0
2026-02-27,NB-DÉC-085,10,11045.1,1104.51,0.0
2024-11-15,NB-SMA-142,6,61840.44,10306.74,0.0
2025-03-16,NB-DÉC-093,11,55984.72,5089.52,0.0
2025-10-24,NB-SMA-102,22,224780.6,10217.3,0.0
2026-02-22,NB-FUR-035,18,468115.92,26006.44,0.0
2026-01-24,NB-FUR-038,21,465967.74,22188.94,0.0
2025-06-01,NB-SMA-117,14,107812.74,7700.91,0.0
2024-10-11,NB-SMA-109,20,301101.8,15055.09,1.0
2024-06-08,NB-DÉC-067,14,21359.24,1525.66,0.0
2024-07-19,NB-DÉC-082,11,67356.74,6123.34,0.0
2025-09-02,NB-SMA-145,3,51733.17,17244.39,0.0
2024-08-02,NB-SMA-127,10,57944.5,5794.45,0.0
2024-01-05,NB-KIT-190,0,0.0,4117.14,0.0
2024-05-17,NB-FUR-006,30,748196.4,24939.88,0.0
2024-09-12,NB-FUR-023,21,470526.21,22406.01,0.0
2024-10-28,NB-SMA-109,5,91250.65,18250.13,0.0
2025-05-10,NB-SMA-113,12,137583.0,11465.25,0.0
2025-03-10,NB-SMA-123,12,218377.56,18198.13,0.0
2024-09-29,NB-SMA-106,53,307487.45,5801.65,1.0
2025-12-14,NB-FUR-015,52,813441.2,15643.1,0.0
2025-06-01,NB-FUR-043,12,90083.4,7506.95,0.0
2024-03-01,NB-DÉC-064,10,64038.2,6403.82,0.0
2024-02-23,NB-FUR-034,4,124240.76,31060.19,0.0
2024-02-25,NB-KIT-177,2,4015.14,2007.57,0.0
2024-07-30,NB-DÉC-051,15,22926.0,1528.4,1.0
2025-03-17,NB-DÉC-068,14,68561.5,4897.25,0.0
2024-09-06,NB-SMA-117,10,77009.1,7700.91,0.0
2024-02-29,NB-DÉC-076,11,84600.67,7690.97,0.0
2025-06-10,NB-KIT-165,2,8376.94,4188.47,0.0
2024-05-16,NB-FUR-027,22,853808.56,38809.48,0.0
2025-05-08,NB-DÉC-051,7,12913.81,1844.83,0.0
2026-01-03,NB-KIT-157,4,7059.32,1764.83,0.0
2024-08-04,NB-FUR-015,59,922942.9,15643.1,0.0
2024-01-19,NB-SMA-125,10,214563.1,21456.31,0.0
2024-07-24,NB-DÉC-099,12,68150.4,5679.2,0.0
2025-03-28,NB-KIT-194,0,0.0,7214.04,0.0
2024-09-16,NB-SMA-104,3,38847.42,12949.14,0.0
2026-01-15,NB-FUR-021,17,522258.19,30721.07,0.0
2024-03-24,NB-DÉC-058,5,11811.2,2362.24,0.0
2026-03-29,NB-SMA-144,2,15142.68,7571.34,0.0
2026-01-21,NB-DÉC-057,9,25608.6,2845.4,0.0
2024-09-27,NB-SMA-105,6,67461.48,11243.58,0.0
