sku_id,category,subcategory,forecast_week,week_horizon,predicted_units,lower_ci_80,upper_ci_80,baseline_units,unit_cost,list_price
NB-FUR-014,Furnishings,Bedding,2026-05-18,7,14.9,7.1,14.9,45.2,12342.16,25021.41
NB-FUR-014,Furnishings,Bedding,2026-05-25,8,8.3,5.2,8.3,32.7,12342.16,25021.41
NB-FUR-015,Furnishings,Rugs,2026-04-06,1,49.2,55.9,140.4,347.0,6684.19,15643.1
NB-FUR-015,Furnishings,Rugs,2026-04-13,2,49.9,38.4,128.6,323.0,6684.19,15643.1
NB-FUR-015,Furnishings,Rugs,2026-04-20,3,46.3,33.4,75.6,352.0,6684.19,15643.1
NB-FUR-015,Furnishings,Rugs,2026-04-27,4,38.6,17.6,38.6,69.0,6684.19,15643.1
NB-FUR-015,Furnishings,Rugs,2026-05-04,5,39.6,16.1,39.6,49.2,6684.19,15643.1
NB-FUR-015,Furnishings,Rugs,2026-05-11,6,39.1,17.1,39.1,49.9,6684.19,15643.1
NB-FUR-015,Furnishings,Rugs,2026-05-18,7,38.6,11.8,38.6,46.3,6684.19,15643.1
NB-FUR-015,Furnishings,Rugs,2026-05-25,8,23.9,10.5,23.9,38.6,6684.19,15643.1
NB-FUR-016,Furnishings,Shelving,2026-04-06,1,39.2,39.2,91.2,238.0,17049.65428148134,34564.97
NB-FUR-016,Furnishings,Shelving,2026-04-13,2,35.6,19.9,63.5,199.0,17049.65428148134,34564.97
NB-FUR-016,Furnishings,Shelving,2026-04-20,3,33.1,16.6,41.1,210.0,17049.65428148134,34564.97
NB-FUR-016,Furnishings,Shelving,2026-04-27,4,35.3,15.2,35.3,55.0,17049.65428148134,34564.97
NB-FUR-016,Furnishings,Shelving,2026-05-04,5,34.6,11.0,34.6,39.2,17049.65428148134,34564.97
NB-FUR-016,Furnishings,Shelving,2026-05-11,6,31.3,9.7,31.3,35.6,17049.65428148134,34564.97
NB-FUR-016,Furnishings,Shelving,2026-05-18,7,29.2,8.2,29.2,33.1,17049.65428148134,34564.97
NB-FUR-016,Furnishings,Shelving,2026-05-25,8,14.8,8.8,14.8,35.3,17049.65428148134,34564.97
NB-FUR-017,Furnishings,Shelving,2026-04-06,1,33.1,15.1,77.1,170.0,8718.05,14410.51
NB-FUR-017,Furnishings,Shelving,2026-04-13,2,26.0,15.5,45.7,166.0,8718.05,14410.51
NB-FUR-017,Furnishings,Shelving,2026-04-20,3,48.1,10.3,48.1,179.0,8718.05,14410.51
NB-FUR-017,Furnishings,Shelving,2026-04-27,4,29.1,10.1,29.1,31.0,8718.05,14410.51
NB-FUR-017,Furnishings,Shelving,2026-05-04,5,29.4,8.7,29.4,33.1,8718.05,14410.51
NB-FUR-017,Furnishings,Shelving,2026-05-11,6,17.2,8.3,17.2,26.0,8718.05,14410.51
NB-FUR-017,Furnishings,Shelving,2026-05-18,7,11.5,6.2,11.5,48.1,8718.05,14410.51
NB-FUR-017,Furnishings,Shelving,2026-05-25,8,0.6,5.2,0.6,29.1,8718.05,14410.51
NB-FUR-018,Furnishings,Shelving,2026-04-06,1,33.4,16.9,48.4,128.0,5795.71,11587.86
NB-FUR-018,Furnishings,Shelving,2026-04-13,2,33.7,17.0,33.7,128.0,5795.71,11587.86
NB-FUR-018,Furnishings,Shelving,2026-04-20,3,45.7,15.3,45.7,138.0,5795.71,11587.86
NB-FUR-018,Furnishings,Shelving,2026-04-27,4,33.5,12.4,33.5,33.0,5795.71,11587.86
NB-FUR-018,Furnishings,Shelving,2026-05-04,5,25.6,11.8,25.6,33.4,5795.71,11587.86
NB-FUR-018,Furnishings,Shelving,2026-05-11,6,22.0,7.5,22.0,33.7,5795.71,11587.86
NB-FUR-018,Furnishings,Shelving,2026-05-18,7,8.8,7.2,8.8,45.7,5795.71,11587.86
NB-FUR-018,Furnishings,Shelving,2026-05-25,8,4.9,5.7,4.9,33.5,5795.71,11587.86
NB-FUR-019,Furnishings,Rugs,2026-04-06,1,47.1,53.8,140.9,307.0,4714.51,8069.85
NB-FUR-019,Furnishings,Rugs,2026-04-13,2,45.3,33.9,94.9,282.0,4714.51,8069.85
NB-FUR-019,Furnishings,Rugs,2026-04-20,3,40.4,28.4,49.0,290.0,4714.51,8069.85
NB-FUR-019,Furnishings,Rugs,2026-04-27,4,38.3,16.8,38.3,72.0,4714.51,8069.85
NB-FUR-019,Furnishings,Rugs,2026-05-04,5,37.7,14.9,37.7,47.1,4714.51,8069.85
NB-FUR-019,Furnishings,Rugs,2026-05-11,6,36.6,14.6,36.6,45.3,4714.51,8069.85
NB-FUR-019,Furnishings,Rugs,2026-05-18,7,28.8,10.7,28.8,40.4,4714.51,8069.85
NB-FUR-019,Furnishings,Rugs,2026-05-25,8,22.3,7.8,22.3,38.3,4714.51,8069.85
NB-FUR-020,Furnishings,Shelving,2026-04-06,1,50.3,57.0,141.4,346.0,14078.71,27351.37
NB-FUR-020,Furnishings,Shelving,2026-04-13,2,49.7,36.0,119.6,301.0,14078.71,27351.37
NB-FUR-020,Furnishings,Shelving,2026-04-20,3,45.8,33.5,74.0,345.0,14078.71,27351.37
NB-FUR-020,Furnishings,Shelving,2026-04-27,4,39.8,17.7,39.8,74.0,14078.71,27351.37
NB-FUR-020,Furnishings,Shelving,2026-05-04,5,41.2,16.5,41.2,50.3,14078.71,27351.37
NB-FUR-020,Furnishings,Shelving,2026-05-11,6,43.4,15.4,43.4,49.7,14078.71,27351.37
NB-FUR-020,Furnishings,Shelving,2026-05-18,7,42.8,11.9,42.8,45.8,14078.71,27351.37
NB-FUR-020,Furnishings,Shelving,2026-05-25,8,28.9,10.8,28.9,39.8,14078.71,27351.37
NB-FUR-021,Furnishings,Tables,2026-04-06,1,35.0,17.2,45.2,142.0,17958.55,30721.07
NB-FUR-021,Furnishings,Tables,2026-04-13,2,44.4,15.8,44.4,97.0,17958.55,30721.07
NB-FUR-021,Furnishings,Tables,2026-04-20,3,47.9,16.1,47.9,137.0,17958.55,30721.07
NB-FUR-021,Furnishings,Tables,2026-04-27,4,36.4,13.0,36.4,34.0,17958.55,30721.07
NB-FUR-021,Furnishings,Tables,2026-05-04,5,26.2,12.2,26.2,35.0,17958.55,30721.07
NB-FUR-021,Furnishings,Tables,2026-05-11,6,22.7,9.2,22.7,44.4,17958.55,30721.07
NB-FUR-021,Furnishings,Tables,2026-05-18,7,16.2,7.4,16.2,47.9,17958.55,30721.07
NB-FUR-021,Furnishings,Tables,2026-05-25,8,8.3,5.5,8.3,36.4,17958.55,30721.07
NB-FUR-022,Furnishings,Seating,2026-04-06,1,49.1,47.8,100.5,291.0,15847.1,27293.03
NB-FUR-022,Furnishings,Seating,2026-04-13,2,38.8,27.6,92.4,214.0,15847.1,27293.03
NB-FUR-022,Furnishings,Seating,2026-04-20,3,34.7,28.6,48.6,277.0,15847.1,27293.03
NB-FUR-022,Furnishings,Seating,2026-04-27,4,38.3,16.1,38.3,61.0,15847.1,27293.03
NB-FUR-022,Furnishings,Seating,2026-05-04,5,39.0,14.9,39.0,49.1,15847.1,27293.03
NB-FUR-022,Furnishings,Seating,2026-05-11,6,36.0,14.4,36.0,38.8,15847.1,27293.03
NB-FUR-022,Furnishings,Seating,2026-05-18,7,32.2,11.2,32.2,34.7,15847.1,27293.03
NB-FUR-022,Furnishings,Seating,2026-05-25,8,23.2,10.6,23.2,38.3,15847.1,27293.03
NB-FUR-023,Furnishings,Rugs,2026-04-06,1,34.8,21.8,87.8,180.0,11744.34,22406.01
NB-FUR-023,Furnishings,Rugs,2026-04-13,2,22.6,15.7,45.0,163.0,11744.34,22406.01
NB-FUR-023,Furnishings,Rugs,2026-04-20,3,37.6,11.9,42.5,210.0,11744.34,22406.01
NB-FUR-023,Furnishings,Rugs,2026-04-27,4,28.3,11.3,28.3,57.0,11744.34,22406.01
NB-FUR-023,Furnishings,Rugs,2026-05-04,5,28.8,9.8,28.8,34.8,11744.34,22406.01
NB-FUR-023,Furnishings,Rugs,2026-05-11,6,19.0,8.0,19.0,22.6,11744.34,22406.01
NB-FUR-023,Furnishings,Rugs,2026-05-18,7,19.4,7.1,19.4,37.6,11744.34,22406.01
NB-FUR-023,Furnishings,Rugs,2026-05-25,8,5.1,6.6,5.1,28.3,11744.34,22406.01
NB-FUR-024,Furnishings,Bedding,2026-04-06,1,44.5,51.8,136.8,278.0,6396.92,13066.23
NB-FUR-024,Furnishings,Bedding,2026-04-13,2,37.4,31.5,94.4,241.0,6396.92,13066.23
NB-FUR-024,Furnishings,Bedding,2026-04-20,3,42.9,28.3,48.9,318.0,6396.92,13066.23
NB-FUR-024,Furnishings,Bedding,2026-04-27,4,36.6,16.7,36.6,68.0,6396.92,13066.23
NB-FUR-024,Furnishings,Bedding,2026-05-04,5,37.2,14.8,37.2,44.5,6396.92,13066.23
NB-FUR-024,Furnishings,Bedding,2026-05-11,6,31.5,14.1,31.5,37.4,6396.92,13066.23
NB-FUR-024,Furnishings,Bedding,2026-05-18,7,28.8,11.3,28.8,42.9,6396.92,13066.23
NB-FUR-024,Furnishings,Bedding,2026-05-25,8,21.5,7.6,21.5,36.6,6396.92,13066.23
NB-FUR-025,Furnishings,Seating,2026-04-06,1,33.7,17.5,77.4,180.0,13066.51,26519.48
NB-FUR-025,Furnishings,Seating,2026-04-13,2,24.2,16.1,45.0,165.0,13066.51,26519.48
NB-FUR-025,Furnishings,Seating,2026-04-20,3,39.9,10.7,39.9,197.0,13066.51,26519.48
NB-FUR-025,Furnishings,Seating,2026-04-27,4,33.7,11.3,33.7,46.0,13066.51,26519.48
NB-FUR-025,Furnishings,Seating,2026-05-04,5,24.8,9.9,24.8,33.7,13066.51,26519.48
NB-FUR-025,Furnishings,Seating,2026-05-11,6,25.3,7.9,25.3,24.2,13066.51,26519.48
NB-FUR-025,Furnishings,Seating,2026-05-18,7,18.4,7.2,18.4,39.9,13066.51,26519.48
NB-FUR-025,Furnishings,Seating,2026-05-25,8,6.3,5.3,6.3,33.7,13066.51,26519.48
NB-FUR-026,Furnishings,Shelving,2026-04-06,1,54.9,51.1,148.3,328.0,4229.06,8237.41
NB-FUR-026,Furnishings,Shelving,2026-04-13,2,46.6,38.0,96.8,259.0,4229.06,8237.41
NB-FUR-026,Furnishings,Shelving,2026-04-20,3,41.2,29.4,50.9,314.0,4229.06,8237.41
NB-FUR-026,Furnishings,Shelving,2026-04-27,4,37.7,16.8,37.7,62.0,4229.06,8237.41
NB-FUR-026,Furnishings,Shelving,2026-05-04,5,40.2,16.9,40.2,54.9,4229.06,8237.41
NB-FUR-026,Furnishings,Shelving,2026-05-11,6,36.3,15.0,36.3,46.6,4229.06,8237.41
NB-FUR-026,Furnishings,Shelving,2026-05-18,7,30.6,11.0,30.6,41.2,4229.06,8237.41
NB-FUR-026,Furnishings,Shelving,2026-05-25,8,20.4,9.1,20.4,37.7,4229.06,8237.41
NB-FUR-027,Furnishings,Shelving,2026-04-06,1,45.5,42.4,95.3,244.0,17564.27,38809.48
NB-FUR-027,Furnishings,Shelving,2026-04-13,2,36.5,26.2,80.6,201.0,17564.27,38809.48
NB-FUR-027,Furnishings,Shelving,2026-04-20,3,30.7,19.4,45.9,245.0,17564.27,38809.48
NB-FUR-027,Furnishings,Shelving,2026-04-27,4,35.1,13.5,35.1,60.0,17564.27,38809.48
NB-FUR-027,Furnishings,Shelving,2026-05-04,5,34.8,11.6,34.8,45.5,17564.27,38809.48
NB-FUR-027,Furnishings,Shelving,2026-05-11,6,34.2,8.4,34.2,36.5,17564.27,38809.48
NB-FUR-027,Furnishings,Shelving,2026-05-18,7,29.5,8.4,29.5,30.7,17564.27,38809.48
NB-FUR-027,Furnishings,Shelving,2026-05-25,8,21.3,8.6,21.3,35.1,17564.27,38809.48
NB-FUR-028,Furnishings,Shelving,2026-04-06,1,63.4,61.7,144.6,431.0,15545.87,31187.04
NB-FUR-028,Furnishings,Shelving,2026-04-13,2,53.5,39.9,124.6,321.0,15545.87,31187.04
NB-FUR-028,Furnishings,Shelving,2026-04-20,3,49.2,33.3,88.2,354.0,15545.87,31187.04
NB-FUR-028,Furnishings,Shelving,2026-04-27,4,42.3,18.8,42.3,77.0,15545.87,31187.04
NB-FUR-028,Furnishings,Shelving,2026-05-04,5,44.7,17.1,44.7,63.4,15545.87,31187.04
NB-FUR-028,Furnishings,Shelving,2026-05-11,6,44.2,17.9,44.2,53.5,15545.87,31187.04
NB-FUR-028,Furnishings,Shelving,2026-05-18,7,42.9,15.1,42.9,49.2,15545.87,31187.04
NB-FUR-028,Furnishings,Shelving,2026-05-25,8,30.8,10.9,30.8,42.3,15545.87,31187.04
NB-FUR-029,Furnishings,Tables,2026-04-06,1,34.0,18.1,63.8,151.0,10860.37,24141.53
NB-FUR-029,Furnishings,Tables,2026-04-13,2,29.7,16.8,43.8,141.0,10860.37,24141.53
NB-FUR-029,Furnishings,Tables,2026-04-20,3,43.3,11.2,43.3,179.0,10860.37,24141.53
NB-FUR-029,Furnishings,Tables,2026-04-27,4,33.9,10.7,33.9,41.0,10860.37,24141.53
NB-FUR-029,Furnishings,Tables,2026-05-04,5,30.8,9.2,30.8,34.0,10860.37,24141.53
NB-FUR-029,Furnishings,Tables,2026-05-11,6,26.2,8.9,26.2,29.7,10860.37,24141.53
NB-FUR-029,Furnishings,Tables,2026-05-18,7,21.9,7.7,21.9,43.3,10860.37,24141.53
NB-FUR-029,Furnishings,Tables,2026-05-25,8,4.0,5.0,4.0,33.9,10860.37,24141.53
NB-FUR-030,Furnishings,Bedding,2026-04-06,1,40.8,39.8,88.2,197.0,7524.42,12156.31
NB-FUR-030,Furnishings,Bedding,2026-04-13,2,32.1,17.7,63.0,168.0,7524.42,12156.31
NB-FUR-030,Furnishings,Bedding,2026-04-20,3,29.4,19.7,45.2,244.0,7524.42,12156.31
NB-FUR-030,Furnishings,Bedding,2026-04-27,4,30.0,11.7,30.0,57.0,7524.42,12156.31
NB-FUR-030,Furnishings,Bedding,2026-05-04,5,24.9,8.8,24.9,40.8,7524.42,12156.31
NB-FUR-030,Furnishings,Bedding,2026-05-11,6,18.6,6.9,18.6,32.1,7524.42,12156.31
NB-FUR-030,Furnishings,Bedding,2026-05-18,7,14.5,7.4,14.5,29.4,7524.42,12156.31
NB-FUR-030,Furnishings,Bedding,2026-05-25,8,7.6,6.4,7.6,30.0,7524.42,12156.31
NB-FUR-031,Furnishings,Shelving,2026-04-06,1,3.7,5.5,24.1,41.0,5492.671866917172,11135.36
NB-FUR-031,Furnishings,Shelving,2026-04-13,2,3.2,6.0,15.9,28.0,5492.671866917172,11135.36
NB-FUR-031,Furnishings,Shelving,2026-04-20,3,1.4,5.2,11.7,36.0,5492.671866917172,11135.36
NB-FUR-031,Furnishings,Shelving,2026-04-27,4,0.0,1.6,6.3,10.0,5492.671866917172,11135.36
NB-FUR-031,Furnishings,Shelving,2026-05-04,5,0.0,1.5,6.3,3.7,5492.671866917172,11135.36
NB-FUR-031,Furnishings,Shelving,2026-05-11,6,0.0,1.5,5.3,3.2,5492.671866917172,11135.36
NB-FUR-031,Furnishings,Shelving,2026-05-18,7,0.9,0.5,3.3,1.4,5492.671866917172,11135.36
NB-FUR-031,Furnishings,Shelving,2026-05-25,8,0.3,0.2,5.1,0.0,5492.671866917172,11135.36
NB-FUR-032,Furnishings,Seating,2026-04-06,1,39.1,13.2,43.6,131.0,13844.57,31189.3
NB-FUR-032,Furnishings,Seating,2026-04-13,2,42.1,13.4,42.1,107.0,13844.57,31189.3
NB-FUR-032,Furnishings,Seating,2026-04-20,3,47.8,13.7,47.8,128.0,13844.57,31189.3
NB-FUR-032,Furnishings,Seating,2026-04-27,4,29.4,10.8,29.4,29.0,13844.57,31189.3
NB-FUR-032,Furnishings,Seating,2026-05-04,5,22.7,9.5,22.7,39.1,13844.57,31189.3
NB-FUR-032,Furnishings,Seating,2026-05-11,6,24.1,6.9,24.1,42.1,13844.57,31189.3
NB-FUR-032,Furnishings,Seating,2026-05-18,7,16.6,7.3,16.6,47.8,13844.57,31189.3
NB-FUR-032,Furnishings,Seating,2026-05-25,8,9.4,5.7,9.4,29.4,13844.57,31189.3
NB-FUR-033,Furnishings,Tables,2026-04-06,1,34.5,13.1,34.6,108.0,4490.07,8891.35
NB-FUR-033,Furnishings,Tables,2026-04-13,2,46.1,13.2,46.1,97.0,4490.07,8891.35
NB-FUR-033,Furnishings,Tables,2026-04-20,3,31.2,12.5,31.2,105.0,4490.07,8891.35
NB-FUR-033,Furnishings,Tables,2026-04-27,4,18.6,9.8,18.6,22.0,4490.07,8891.35
NB-FUR-033,Furnishings,Tables,2026-05-04,5,11.8,7.4,11.8,34.5,4490.07,8891.35
NB-FUR-033,Furnishings,Tables,2026-05-11,6,8.5,6.4,8.5,46.1,4490.07,8891.35
NB-FUR-033,Furnishings,Tables,2026-05-18,7,0.1,6.3,2.9,31.2,4490.07,8891.35
NB-FUR-033,Furnishings,Tables,2026-05-25,8,0.3,3.7,13.2,18.6,4490.07,8891.35
NB-FUR-034,Furnishings,Bedding,2026-04-06,1,17.3,7.5,31.6,63.0,16022.71,31060.19
NB-FUR-034,Furnishings,Bedding,2026-04-13,2,13.7,8.0,25.7,66.0,16022.71,31060.19
NB-FUR-034,Furnishings,Bedding,2026-04-20,3,6.4,5.7,24.0,59.0,16022.71,31060.19
NB-FUR-034,Furnishings,Bedding,2026-04-27,4,4.5,5.6,26.5,11.0,16022.71,31060.19
NB-FUR-034,Furnishings,Bedding,2026-05-04,5,6.6,5.7,14.0,17.3,16022.71,31060.19
NB-FUR-034,Furnishings,Bedding,2026-05-11,6,3.4,1.8,6.3,13.7,16022.71,31060.19
NB-FUR-034,Furnishings,Bedding,2026-05-18,7,1.1,2.0,4.2,6.4,16022.71,31060.19
NB-FUR-034,Furnishings,Bedding,2026-05-25,8,0.6,1.0,3.9,4.5,16022.71,31060.19
NB-FUR-035,Furnishings,Tables,2026-04-06,1,35.7,11.9,35.7,111.0,13550.71,26006.44
NB-FUR-035,Furnishings,Tables,2026-04-13,2,38.5,12.8,38.5,89.0,13550.71,26006.44
NB-FUR-035,Furnishings,Tables,2026-04-20,3,28.9,10.9,28.9,91.0,13550.71,26006.44
NB-FUR-035,Furnishings,Tables,2026-04-27,4,17.3,8.7,17.3,28.0,13550.71,26006.44
NB-FUR-035,Furnishings,Tables,2026-05-04,5,16.0,6.3,16.0,35.7,13550.71,26006.44
NB-FUR-035,Furnishings,Tables,2026-05-11,6,11.8,6.1,11.8,38.5,13550.71,26006.44
NB-FUR-035,Furnishings,Tables,2026-05-18,7,5.9,6.5,13.7,28.9,13550.71,26006.44
NB-FUR-035,Furnishings,Tables,2026-05-25,8,5.3,3.7,14.2,17.3,13550.71,26006.44
NB-FUR-036,Furnishings,Rugs,2026-04-06,1,32.8,16.6,32.9,107.0,16444.02,32249.83
NB-FUR-036,Furnishings,Rugs,2026-04-13,2,50.4,15.4,50.4,91.0,16444.02,32249.83
NB-FUR-036,Furnishings,Rugs,2026-04-20,3,40.6,14.5,40.6,107.0,16444.02,32249.83
NB-FUR-036,Furnishings,Rugs,2026-04-27,4,23.1,11.7,23.1,39.0,16444.02,32249.83
NB-FUR-036,Furnishings,Rugs,2026-05-04,5,24.4,9.3,24.4,32.8,16444.02,32249.83
NB-FUR-036,Furnishings,Rugs,2026-05-11,6,23.3,7.5,23.3,50.4,16444.02,32249.83
NB-FUR-036,Furnishings,Rugs,2026-05-18,7,14.6,7.4,14.6,40.6,16444.02,32249.83
NB-FUR-036,Furnishings,Rugs,2026-05-25,8,7.8,5.8,14.5,23.1,16444.02,32249.83
NB-FUR-037,Furnishings,Shelving,2026-04-06,1,34.5,10.4,34.5,80.0,2826.03,5773.97
NB-FUR-037,Furnishings,Shelving,2026-04-13,2,27.4,9.9,27.4,60.0,2826.03,5773.97
NB-FUR-037,Furnishings,Shelving,2026-04-20,3,19.9,8.4,19.9,96.0,2826.03,5773.97
NB-FUR-037,Furnishings,Shelving,2026-04-27,4,9.8,8.4,9.8,21.0,2826.03,5773.97
NB-FUR-037,Furnishings,Shelving,2026-05-04,5,0.5,5.7,18.7,34.5,2826.03,5773.97
NB-FUR-037,Furnishings,Shelving,2026-05-11,6,0.0,5.0,18.6,27.4,2826.03,5773.97
NB-FUR-037,Furnishings,Shelving,2026-05-18,7,2.2,1.1,14.9,19.9,2826.03,5773.97
NB-FUR-037,Furnishings,Shelving,2026-05-25,8,0.0,1.0,13.7,9.8,2826.03,5773.97
NB-FUR-038,Furnishings,Seating,2026-04-06,1,32.1,7.7,32.1,85.0,13471.53,22188.94
NB-FUR-038,Furnishings,Seating,2026-04-13,2,24.7,9.5,24.7,52.0,13471.53,22188.94
NB-FUR-038,Furnishings,Seating,2026-04-20,3,20.0,8.6,20.0,78.0,13471.53,22188.94
NB-FUR-038,Furnishings,Seating,2026-04-27,4,10.3,8.4,10.3,21.0,13471.53,22188.94
NB-FUR-038,Furnishings,Seating,2026-05-04,5,4.9,6.6,16.3,32.1,13471.53,22188.94
NB-FUR-038,Furnishings,Seating,2026-05-11,6,5.8,4.6,17.7,24.7,13471.53,22188.94
NB-FUR-038,Furnishings,Seating,2026-05-18,7,7.3,5.6,17.2,20.0,13471.53,22188.94
NB-FUR-038,Furnishings,Seating,2026-05-25,8,2.1,0.8,11.3,10.3,13471.53,22188.94
NB-FUR-039,Furnishings,Shelving,2026-04-06,1,11.7,6.5,30.8,52.0,3598.29,6442.39
NB-FUR-039,Furnishings,Shelving,2026-04-13,2,8.7,6.5,28.8,48.0,3598.29,6442.39
NB-FUR-039,Furnishings,Shelving,2026-04-20,3,4.0,5.6,25.5,65.0,3598.29,6442.39
NB-FUR-039,Furnishings,Shelving,2026-04-27,4,0.0,5.8,15.7,16.0,3598.29,6442.39
NB-FUR-039,Furnishings,Shelving,2026-05-04,5,0.0,2.3,6.9,11.7,3598.29,6442.39
NB-FUR-039,Furnishings,Shelving,2026-05-11,6,0.0,1.7,6.8,8.7,3598.29,6442.39
NB-FUR-039,Furnishings,Shelving,2026-05-18,7,0.0,1.9,5.4,4.0,3598.29,6442.39
NB-FUR-039,Furnishings,Shelving,2026-05-25,8,0.0,0.2,5.5,0.0,3598.29,6442.39
NB-FUR-040,Furnishings,Bedding,2026-04-06,1,4.4,5.2,26.2,44.0,4550.83,10687.22
NB-FUR-040,Furnishings,Bedding,2026-04-13,2,0.0,6.2,20.7,31.0,4550.83,10687.22
NB-FUR-040,Furnishings,Bedding,2026-04-20,3,1.9,5.5,14.5,47.0,4550.83,10687.22
NB-FUR-040,Furnishings,Bedding,2026-04-27,4,0.0,2.3,5.3,9.0,4550.83,10687.22
NB-FUR-040,Furnishings,Bedding,2026-05-04,5,0.0,1.5,6.3,4.4,4550.83,10687.22
NB-FUR-040,Furnishings,Bedding,2026-05-11,6,0.0,1.5,6.8,0.0,4550.83,10687.22
NB-FUR-040,Furnishings,Bedding,2026-05-18,7,0.0,0.8,4.7,1.9,4550.83,10687.22
NB-FUR-040,Furnishings,Bedding,2026-05-25,8,0.1,0.0,4.7,0.0,4550.83,10687.22
NB-FUR-041,Furnishings,Tables,2026-04-06,1,37.8,14.4,37.8,105.0,14661.6,32929.92
NB-FUR-041,Furnishings,Tables,2026-04-13,2,50.7,13.9,50.7,92.0,14661.6,32929.92
NB-FUR-041,Furnishings,Tables,2026-04-20,3,39.4,13.0,39.4,103.0,14661.6,32929.92
NB-FUR-041,Furnishings,Tables,2026-04-27,4,24.9,10.2,24.9,31.0,14661.6,32929.92
NB-FUR-041,Furnishings,Tables,2026-05-04,5,24.2,8.9,24.2,37.8,14661.6,32929.92
NB-FUR-041,Furnishings,Tables,2026-05-11,6,23.0,7.3,23.0,50.7,14661.6,32929.92
NB-FUR-041,Furnishings,Tables,2026-05-18,7,15.2,7.4,15.2,39.4,14661.6,32929.92
NB-FUR-041,Furnishings,Tables,2026-05-25,8,6.8,5.6,14.8,24.9,14661.6,32929.92
NB-FUR-042,Furnishings,Rugs,2026-04-06,1,32.9,14.9,37.6,116.0,7991.61,15414.87
NB-FUR-042,Furnishings,Rugs,2026-04-13,2,46.6,13.2,46.6,95.0,7991.61,15414.87
NB-FUR-042,Furnishings,Rugs,2026-04-20,3,33.5,13.1,33.5,113.0,7991.61,15414.87
NB-FUR-042,Furnishings,Rugs,2026-04-27,4,19.7,8.7,19.7,28.0,7991.61,15414.87
NB-FUR-042,Furnishings,Rugs,2026-05-04,5,12.0,7.2,12.0,32.9,7991.61,15414.87
NB-FUR-042,Furnishings,Rugs,2026-05-11,6,8.5,6.4,8.5,46.6,7991.61,15414.87
NB-FUR-042,Furnishings,Rugs,2026-05-18,7,3.6,6.1,10.7,33.5,7991.61,15414.87
NB-FUR-042,Furnishings,Rugs,2026-05-25,8,0.0,3.7,13.9,19.7,7991.61,15414.87
NB-FUR-043,Furnishings,Seating,2026-04-06,1,30.9,12.0,30.9,94.0,3439.5,7506.95
NB-FUR-043,Furnishings,Seating,2026-04-13,2,34.5,12.4,34.5,80.0,3439.5,7506.95
NB-FUR-043,Furnishings,Seating,2026-04-20,3,23.9,10.7,23.9,99.0,3439.5,7506.95
NB-FUR-043,Furnishings,Seating,2026-04-27,4,14.1,7.3,14.1,30.0,3439.5,7506.95
NB-FUR-043,Furnishings,Seating,2026-05-04,5,9.5,6.3,9.5,30.9,3439.5,7506.95
NB-FUR-043,Furnishings,Seating,2026-05-11,6,3.4,5.7,3.4,34.5,3439.5,7506.95
NB-FUR-043,Furnishings,Seating,2026-05-18,7,2.3,4.4,14.9,23.9,3439.5,7506.95
NB-FUR-043,Furnishings,Seating,2026-05-25,8,0.0,1.2,13.3,14.1,3439.5,7506.95
NB-FUR-044,Furnishings,Tables,2026-04-06,1,21.5,7.9,21.5,73.0,5469.65,11098.08
NB-FUR-044,Furnishings,Tables,2026-04-13,2,14.7,7.7,14.7,64.0,5469.65,11098.08
NB-FUR-044,Furnishings,Tables,2026-04-20,3,1.4,6.0,21.4,53.0,5469.65,11098.08
NB-FUR-044,Furnishings,Tables,2026-04-27,4,0.0,5.8,22.9,11.0,5469.65,11098.08
NB-FUR-044,Furnishings,Tables,2026-05-04,5,3.8,5.6,17.7,21.5,5469.65,11098.08
NB-FUR-044,Furnishings,Tables,2026-05-11,6,0.1,1.6,12.7,14.7,5469.65,11098.08
NB-FUR-044,Furnishings,Tables,2026-05-18,7,0.0,2.0,8.3,1.4,5469.65,11098.08
NB-FUR-044,Furnishings,Tables,2026-05-25,8,0.0,0.5,2.5,0.0,5469.65,11098.08
NB-FUR-045,Furnishings,Shelving,2026-04-06,1,26.7,7.4,26.7,64.0,9670.74,22238.73
NB-FUR-045,Furnishings,Shelving,2026-04-13,2,15.2,6.2,29.9,64.0,9670.74,22238.73
NB-FUR-045,Furnishings,Shelving,2026-04-20,3,6.0,5.7,22.5,73.0,9670.74,22238.73
NB-FUR-045,Furnishings,Shelving,2026-04-27,4,2.0,7.3,27.4,16.0,9670.74,22238.73
NB-FUR-045,Furnishings,Shelving,2026-05-04,5,2.4,4.2,19.3,26.7,9670.74,22238.73
NB-FUR-045,Furnishings,Shelving,2026-05-11,6,2.2,1.7,6.8,15.2,9670.74,22238.73
NB-FUR-045,Furnishings,Shelving,2026-05-18,7,1.4,1.5,8.5,6.0,9670.74,22238.73
NB-FUR-045,Furnishings,Shelving,2026-05-25,8,0.0,0.9,4.4,2.0,9670.74,22238.73
NB-FUR-046,Furnishings,Bedding,2026-04-06,1,36.1,12.7,36.1,96.0,4017.59,8524.18
NB-FUR-046,Furnishings,Bedding,2026-04-13,2,38.0,12.7,38.0,88.0,4017.59,8524.18
NB-FUR-046,Furnishings,Bedding,2026-04-20,3,25.5,10.7,25.5,99.0,4017.59,8524.18
NB-FUR-046,Furnishings,Bedding,2026-04-27,4,14.4,7.2,14.4,24.0,4017.59,8524.18
