sku_id,category,subcategory,unit_cost,list_price,total_8w_forecast,avg_weekly_demand,demand_std_weekly,upper_8w_forecast,lower_8w_forecast,date,on_hand_units,on_order_units,lead_time_days,reorder_point,lead_time_weeks,lead_time_demand,safety_stock,dynamic_reorder_point,available_stock,projected_stockout_units,stockout_risk_score,sales_at_risk_inr,weeks_of_supply,excess_units,overstock_risk_score,capital_locked_inr,quadrant,quadrant_meaning,recommended_action,recommended_reorder_units
NB-SMA-126,Small Appliances,Toasters,11403.0,18687.59,156.1,19.5125,15.407501216939753,180.8,69.2,2026-03-31,142,141,14,226,2.0,39.0,38.2,77.2,283,0.0,0.0,0.0,7.3,0.0,0.0,0.0,Healthy,Low on both,Balanced inventory; no immediate action required.,0
NB-SMA-127,Small Appliances,Air Fryers,2839.39,5794.45,85.7,10.7125,12.811756075963983,157.3,45.6,2026-03-31,520,413,42,595,6.0,64.3,55.7,120.0,933,0.0,0.0,0.0,48.5,434.3,100.0,1233147.08,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-128,Small Appliances,Coffee Makers,9921.52,18812.72,127.1,15.8875,12.47331526700099,151.6,66.6,2026-03-31,440,338,35,520,5.0,79.4,49.6,129.0,778,0.0,0.0,0.0,27.7,312.9,100.0,3104443.61,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-129,Small Appliances,Toasters,8547.52,13233.87,148.8,18.6,16.09495262496911,180.7,71.6,2026-03-31,579,271,28,452,4.0,74.4,56.2,130.6,850,0.0,0.0,0.0,31.1,430.2,100.0,3677143.1,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-130,Small Appliances,Toasters,10187.78,16034.31,174.5,21.8125,16.26056867855488,191.4,74.6,2026-03-31,339,79,28,487,4.0,87.2,56.8,144.0,418,0.0,0.0,0.0,15.5,164.5,46.9,1675889.81,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-131,Small Appliances,Toasters,9014.55,16269.83,11.2,1.4,1.0428326807307107,40.7,6.3999999999999995,2026-03-31,325,0,21,42,3.0,4.2,5.8,10.0,325,0.0,0.0,0.0,232.1,313.8,100.0,2828765.79,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-132,Small Appliances,Blenders,8082.31,17326.31,12.2,1.525,1.1143944544011335,39.7,4.0,2026-03-31,532,0,21,46,3.0,4.6,6.0,10.6,532,0.0,0.0,0.0,348.9,519.8,100.0,4201184.74,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-133,Small Appliances,Toasters,10222.49,19573.33,23.0,2.875,0.40543186850567137,60.9,3.3,2026-03-31,41,0,42,44,6.0,17.2,5.7,22.9,41,0.0,0.0,0.0,14.3,18.0,39.4,184004.82,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-134,Small Appliances,Coffee Makers,4645.07,8433.41,13.0,1.625,2.4473199627347464,52.6,10.8,2026-03-31,268,0,21,63,3.0,4.9,9.8,14.7,268,0.0,0.0,0.0,164.9,255.0,100.0,1184492.85,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-135,Small Appliances,Electric Kettles,8615.52,14952.04,20.8,2.6,0.25495097567963926,57.2,0.2,2026-03-31,195,0,28,22,4.0,10.4,4.1,14.5,195,0.0,0.0,0.0,75.0,174.2,100.0,1500823.58,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-136,Small Appliances,Air Fryers,6773.01,11841.78,9.8,1.225,1.1765946625750092,39.2,8.1,2026-03-31,537,0,28,71,4.0,4.9,7.2,12.1,537,0.0,0.0,0.0,438.4,527.2,100.0,3570730.87,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-137,Small Appliances,Electric Kettles,8952.07,15159.33,10.3,1.2875,1.6885182113320545,47.2,9.5,2026-03-31,376,0,35,100,5.0,6.4,9.9,16.3,376,0.0,0.0,0.0,292.0,365.7,100.0,3273772.0,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-138,Small Appliances,Air Fryers,2673.25,5357.33,8.8,1.1,1.131370849898476,40.0,5.7,2026-03-31,288,0,14,25,2.0,2.2,5.0,7.2,288,0.0,0.0,0.0,261.8,279.2,100.0,746371.4,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-139,Small Appliances,Air Fryers,8844.22,17265.09,6.5,0.8125,1.3851331163465845,45.3,10.3,2026-03-31,78,0,42,128,6.0,4.9,9.6,14.5,78,0.0,0.0,0.0,96.0,71.5,100.0,632361.73,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-140,Small Appliances,Coffee Makers,2749.14,4550.15,21.2,2.65,0.618465843842649,56.8,1.6,2026-03-31,156,0,28,22,4.0,10.6,5.3,15.9,156,0.0,0.0,0.0,58.9,134.8,100.0,370584.07,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-141,Small Appliances,Electric Kettles,5564.01,10501.69,22.3,2.7875,0.362068708949006,60.0,2.5,2026-03-31,147,0,42,34,6.0,16.7,5.5,22.2,147,0.0,0.0,0.0,52.7,124.7,100.0,693832.05,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-142,Small Appliances,Electric Kettles,5174.07,10306.74,7.3,0.9125,1.0588171466310885,54.1,15.6,2026-03-31,749,0,14,56,2.0,1.8,4.8,6.6,749,0.0,0.0,0.0,820.8,741.7,100.0,3837607.72,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-143,Small Appliances,Air Fryers,3030.69,4954.6,11.899999999999999,1.4874999999999998,1.230281979872907,39.7,7.9,2026-03-31,448,0,14,29,2.0,3.0,5.2,8.2,448,0.0,0.0,0.0,301.2,436.1,100.0,1321683.91,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-144,Small Appliances,Air Fryers,3753.72,7571.34,20.3,2.5375,1.230789888648749,53.1,3.5,2026-03-31,125,0,35,41,5.0,12.7,8.2,20.9,125,0.0,0.0,0.0,49.3,104.7,100.0,393014.48,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-145,Small Appliances,Electric Kettles,7887.27,17244.39,10.7,1.3375,2.0615149162691018,43.5,9.9,2026-03-31,367,0,28,78,4.0,5.4,10.1,15.5,367,0.0,0.0,0.0,274.4,356.3,100.0,2810234.3,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-146,Small Appliances,Air Fryers,5480.99,9381.19,9.3,1.1625,1.4991143218580765,45.4,8.3,2026-03-31,581,0,14,53,2.0,2.3,5.8,8.1,581,0.0,0.0,0.0,499.8,571.7,100.0,3133481.98,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-147,Small Appliances,Blenders,2264.26,3482.81,12.3,1.5375,1.4282309862203664,40.9,4.9,2026-03-31,208,0,14,21,2.0,3.1,5.6,8.7,208,0.0,0.0,0.0,135.3,195.7,100.0,443115.68,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-148,Small Appliances,Air Fryers,8306.27,16836.43,8.5,1.0625,1.39367993097411,45.1,8.4,2026-03-31,81,0,28,89,4.0,4.2,7.9,12.1,81,0.0,0.0,0.0,76.2,72.5,100.0,602204.58,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-149,Small Appliances,Electric Kettles,4700.26,8625.45,22.3,2.7875,0.5754074643241952,57.6,2.1,2026-03-31,225,0,28,28,4.0,11.2,5.2,16.4,225,0.0,0.0,0.0,80.7,202.7,100.0,952742.7,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
NB-SMA-150,Small Appliances,Coffee Makers,4375.28,9202.12,23.2,2.9,0.5338539126015657,59.2,2.7,2026-03-31,157,0,21,18,3.0,8.7,4.4,13.1,157,0.0,0.0,0.0,54.1,133.8,100.0,585412.46,Markdown / clear,"High overstock, low stockout",Promote or discount to free up locked working capital.,0
